ID,PERSONA,AGENCIA,FECHA CIERRE,TIPO PRESTAMO,GARANTÍA ADMISIBLE,PLAZO,DÍAS MORA,CALIFICACIÓN OBJETIVA,CALIFICACIÓN ARRASTRE,SALDO APORTES,SALDO CAPITAL,DESTINO,SEXO,EDAD,ESTRATO,ESTADO CIVIL,PERSONAS A CARGO,NIVEL DE ESTUDIOS,OCUPACION,ACTIVIDAD ECONOMICA,TIENE VEHICULO,TIENE VIVIENDA,DIFERENCIA INGRESOS EGRESOS,TIPO VIVIENDA,ANTIGUEDAD NEGOCIO,TOTAL ACTIVOS,CIUDAD_NAME,CAPITAL_INICIAL,CUOTA,TASA_NOMINAL,ENDEUDAMIENTO PARALELO,
1478196,34756,PEREIRA,6/30/2019,Comercial,29594802.28,60,0,A,A,121930.1,33519386.76,COMPRA DE MERCANCIA ,Masculino,43,4,Casado,Dos,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,Y,2477000, PROPIA ,7/21/2017,252600000,LA UNION,40000000,939045.81,1.2,49019386.76,
1478202,35634,MINORISTA,6/30/2019,Microcrédito,0,30,0,A,A,154722.05,4018151.29,COMPRA DE MERCANCIA ,Masculino,39,3,Soltero,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,1211335, ARRENDADA ,1/1/2000,5000000,PEREIRA,6000000,304120.69,2.9495,4018151.29,
1478203,22180,ARMENIA,6/30/2019,Consumo,0,24,0,A,A,41621.03,1461925.49,LIBRE INVERSIÓN,Masculino,31,4,Soltero,Cero,Universitario,COMERCIANTE INDEPENDIENTE,Transporte de carga por carretera,Y,N,3600000, FAMILIAR ,2/17/2017,16000000,ARMENIA,3100000,168633.41,2.1394,1461925.49,
1478206,72466,TULUA,6/30/2019,Microcrédito,0,15,0,A,A,1007653.75,469057.99,COMPRA DE MERCANCIA ,Masculino,36,2,Soltero,Cero,Bachillerato,INDEPENDIENTE,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,N,N,2300000, FAMILIAR ,8/7/2010,6050000,TULUA,3200000,239818.29,1.4998,469057.99,
1478207,51027,ARMENIA,6/30/2019,Microcrédito,0,36,0,A,A,2096350.88,6988492.93,REMODELACION DE INMUEBLE ,Femenino,62,1,Casado,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por menor en establecimiento no especializado con surtido comp principalmente por alimento, bebida o tabaco",N,Y,6891000, PROPIA ,1/1/1900,51230000,ARMENIA,10000000,361511.92,1.4998,6988492.93,
1478208,30759,QUIMBAYA,6/30/2019,Comercial,0,59,0,A,A,174850.29,14944717.99,COMPRA DE MERCANCIA ,Masculino,52,2,Union Libre,Cero,Universitario,INDEPENDIENTE,Explotación mixta (agrícola y pecuaria).,N,Y,9201083, PROPIA ,1/1/2001,230000000,ARMENIA,30000000,829509.49,1.7998,15094717.99,
1478209,42448,CHINCHINA,6/30/2019,Comercial,31639771.4,36,0,A,A,117804.68,17566435.45,COMPRA VEHÍCULO PÚBLICO,Masculino,56,2,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,N,9452460, FAMILIAR ,5/26/2017,56000000,MANIZALES,25000000,918884.88,1.5997,19265477.69,
1478213,6301,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,1386154.11,1385490.34,COMPRA DE VEHICULO PARTICULAR,Masculino,48,4,Casado,Una,Universitario,EMPLEADO,Asalariados,N,Y,714036, PROPIA ,11/1/1991,186000000,ARMENIA,17000000,48712.19,1.2,11103112.56,
1478216,15525,CHINCHINA,6/30/2019,Consumo,0,18,0,A,A,150846.37,514429.21,COMPRA DE CARTERA ,Masculino,62,4,Divorciado,Cero,Bachillerato,Pensionado,"Sin Actividad Económica, solo para personas naturales",N,N,421939, FAMILIAR ,6/30/2016,5000000,CHINCHINA,1650000,112520.78,2.1394,514429.21,
1478217,30732,TULUA,6/30/2019,Microcrédito,1152502.057,36,0,A,A,1311561.18,4332080.07,COMPRA DE MOTOCICLETAS,Masculino,60,3,Union Libre,Cero,Técnico,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",Y,N,229108, ARRENDADA ,1/1/2011,27050000,TULUA,6200000,224137.39,1.4998,18380766.79,
1478218,58730,PEREIRA,6/30/2019,Microcrédito,0,24,0,A,A,61884.4,1362246.83,COMPRA DE MERCANCIA ,Femenino,69,1,Casado,Cero,Bachillerato,INDEPENDIENTE,"Confección de prendas de vestir, excepto prendas de piel",N,N,3430000, PROPIA ,1/20/2015,0,PEREIRA,2500000,146816.66,2.9495,1362246.83,
1478219,28006,TEBAIDA,6/30/2019,Microcrédito,0,24,0,A,A,168162.52,1416736.82,COMPRA DE MERCANCIA ,Masculino,57,1,Casado,Cero,Primaria,INDEPENDIENTE,Comercio al por menor de productos agrícolas para el consumo en establecimientos especializados,N,N,268457, ARRENDADA ,1/1/2003,2433950,LA TEBAIDA,2600000,152689.32,2.9495,1416736.82,
1478221,39525,ARMENIA,6/30/2019,Microcrédito,0,24,0,A,A,2512236.99,6033427.53,CAPITAL DE TRABAJO,Femenino,26,4,Casado,Dos,Bachillerato,COMERCIANTE INDEPENDIENTE,"Comercio al por menor de computadores, equipo periferico, prog de info. y equipos de telecom en establec. especializados",N,N,2043000, PROPIA ,3/5/2011,20000000,ARMENIA,12000000,599075.31,1.4998,6033427.53,
1478222,47231,PEREIRA,6/30/2019,Microcrédito,0,24,0,A,A,935523.96,2010063.49,COMPRA DE MERCANCIA ,Femenino,60,4,Casado,Cero,Bachillerato,COMERCIANTE INDEPENDIENTE,Otras actividades de servicios personales n.c.p.,N,N,6265000, PROPIA ,1/1/2011,9500000,DOSQUEBRADAS,4000000,199691.77,1.4998,3691938.91,
1478224,16853,TULUA,6/30/2019,Consumo,0,20,0,A,A,67043.96,786554.33,SALUD-TRATAMIENTOS-CIRUGIAS -ODONTOLOGICOS,Masculino,35,2,Soltero,Una,Técnico,EMPLEADO,Asalariados,Y,N,800000, FAMILIAR ,9/3/2014,15000000,RIOFRIO,2000000,125318.83,2.1394,2615067.74,
1478226,27150,ARMENIA,6/30/2019,Microcrédito,0,15,0,A,A,176321.13,505234.92,CAPITAL DE TRABAJO,Femenino,38,3,Soltero,Una,Bachillerato,INDEPENDIENTE,"Comercio al por menor en locales no espec, con surtido principal de productos diferentes de alimentos, bebidas y tabaco.",N,N,550000, FAMILIAR ,1/1/2004,9260000,ARMENIA,3200000,267074.9,2.9495,505234.92,
1478227,27105,ARMENIA,6/30/2019,Consumo,0,18,0,A,A,807775.09,1815077.28,CAPITAL DE TRABAJO,Masculino,23,4,Soltero,Cero,Bachillerato,EMPLEADO,Actividades de arquitectura e ingeniería y otras actividades conexas de consultoría técnica,N,N,970000, FAMILIAR ,1/1/2016,0,ARMENIA,5880000,381939.22,1.7,21578469.32,
1478230,30306,ARMENIA,6/30/2019,Microcrédito,5760603.683,36,0,A,A,206803.7,6612164.74,CAPITAL DE TRABAJO,Masculino,28,2,Union Libre,Cero,Bachillerato,EMPLEADO,Comercio al por mayor de prendas de vestir,Y,N,1382000, FAMILIAR ,3/10/2015,11000000,MONTENEGRO,8800000,400041.92,2.9495,9878114.57,
1478231,53410,TULUA,6/30/2019,Microcrédito,0,24,0,E,,0,0,CAPITAL DE TRABAJO,Femenino,43,2,Casado,Dos,Bachillerato,INDEPENDIENTE,,N,N,2159000, ARRENDADA ,6/1/2013,17290000,,,,,0,
1478232,5103,TULUA,6/30/2019,Microcrédito,0,18,0,E,,0,0,CAPITAL DE TRABAJO,Femenino,36,2,Union Libre,Cero,Bachillerato,INDEPENDIENTE,Expendio a la mesa de comidas preparadas,N,N,936000, ARRENDADA ,2/5/2017,10000000,,,,,0,
1478233,37580,ARMENIA,6/30/2019,Microcrédito,0,24,0,A,A,108235.27,2913428.12,CAPITAL DE TRABAJO,Masculino,47,3,Union Libre,Una,Tecnológico,COMERCIANTE INDEPENDIENTE,Comercio al por mayor de productos alimenticios,N,N,38781000, FAMILIAR ,1/1/1900,10175000,CALARCA,5350000,314187.65,2.9495,2913428.12,
1478234,58729,ARMENIA,6/30/2019,Comercial,0,36,0,A,A,9422905.55,31271901.54,LIBRE INVERSIÓN,Masculino,65,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,Y,4408000, PROPIA ,1/1/1900,230000000,ARMENIA,45000000,1599950.82,1.4002,31271901.54,
1478235,60002,TEBAIDA,6/30/2019,Microcrédito,0,36,101,D,D,1737345.2,6621219.79,COMPRA DE CARTERA ,Masculino,50,3,Union Libre,Tres,Bachillerato,INDEPENDIENTE,Fabricación de muebles,N,Y,1005631, FAMILIAR ,1/1/1993,93000000,CALARCA,8300000,300054.89,1.4998,6621219.79,
1478236,42925,ARMENIA,6/30/2019,Comercial,0,59,0,A,A,1331916.92,19779089.88,CAPITAL DE TRABAJO,Femenino,50,2,Union Libre,Una,Bachillerato,INDEPENDIENTE,"Comercio al por menor en locales no espec, con surtido principal de productos diferentes de alimentos, bebidas y tabaco.",N,Y,1367889, PROPIA ,1/5/2007,528826767,ARMENIA,23000000,635957.27,1.7998,78183675.1,
1478237,14049,CHINCHINA,6/30/2019,Microcrédito,0,36,0,A,A,212480.05,2404656.73,COMPRA DE MERCANCIA ,Femenino,36,3,Soltero,Tres,Bachillerato,INDEPENDIENTE,"Comercio al por menor de productos textiles, prendas de vestir y calzado, en puestos de venta móviles",N,N,396795, ARRENDADA ,1/1/2011,5000000,CHINCHINA,3200000,145469.79,2.9495,2404656.73,
1478239,6767,SANTA ROSA,6/30/2019,Microcrédito,0,36,0,A,A,84816.82,1952152.91,PAGO DE SEGUROS ,Femenino,24,1,Union Libre,Dos,Primaria,INDEPENDIENTE,Explotación mixta (agrícola y pecuaria).,N,Y,795000, PROPIA ,12/29/2014,94600000,SANTA ROSA DE CABAL,2600000,118194.2,2.9495,1952152.91,
1478240,45717,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,87127.74,4561625.99,REMODELACION DE INMUEBLE ,Femenino,54,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Actividades inmobiliarias realizadas con bienes propios o arrendados,N,Y,1251000, FAMILIAR ,1/15/1992,615000000,ARMENIA,5600000,192091.63,2.1394,4561625.99,
1478242,61171,ARMENIA,6/30/2019,Microcrédito,0,18,0,A,A,34466.37,455002.88,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Masculino,48,1,Casado,Dos,Primaria,INDEPENDIENTE,Mantenimiento y reparación de vehículos automotores.,N,N,493230, FAMILIAR ,1/1/1998,9300000,PIJAO,1500000,95706.96,1.4998,455002.88,
1478244,21740,ARMENIA,6/30/2019,Consumo,0,36,0,A,A,119531.1,2000000,REMODELACION DE INMUEBLE ,Masculino,55,2,Casado,Cero,Bachillerato,EMPLEADO,Asalariados,Y,Y,235000, PROPIA ,1/1/1900,196000000,ARMENIA,2000000,86770.68,2.1394,7017689.81,
1478245,21840,ARMENIA,6/30/2019,Consumo,0,48,0,A,A,1174705.22,4841804.48,,Masculino,71,4,Divorciado,Una,Universitario,PENSIONADO,"Sin Actividad Económica, solo para personas naturales",Y,Y,153972, PROPIA ,10/2/2002,443000000,ARMENIA,6000000,187728.14,1.7998,8464926.23,
1478246,34692,PEREIRA,6/30/2019,Microcrédito,0,24,0,A,A,55646.17,1362189.19,COMPRA DE MERCANCIA ,Masculino,24,2,Soltero,Cero,Bachillerato,COMERCIANTE INDEPENDIENTE,"Fabricación de otros tipos de calzado, excepto calzado de cuero y piel",N,N,6440000, ARRENDADA ,2/6/2014,0,PEREIRA,2500000,146816.66,2.9495,1362189.19,
1478247,21402,BUGA,6/30/2019,Microcrédito,0,20,0,A,A,49500.23,1360022.67,CAPITAL DE TRABAJO,Masculino,38,1,Union Libre,Cero,Bachillerato,INDEPENDIENTE,"Confección de prendas de vestir, excepto prendas de piel",Y,N,428160, ARRENDADA ,1/1/2017,21027500,BUGA,3250000,218455.09,3.0002,2705522.98,
1478248,55010,BUGA,6/30/2019,Microcrédito,0,18,0,A,A,100652.88,731906.01,COMPRA DE MERCANCIA ,Femenino,59,1,Casado,Cero,Primaria,INDEPENDIENTE,Enseñanza cultural,N,Y,400000, PROPIA ,1/1/2002,2000000,BUGA,2200000,159961.84,3.0002,731906.01,
1478249,15187,TULUA,6/30/2019,Consumo,0,36,0,A,A,108997.38,1577179.55,VACACIONES-VIAJES - RECREACION ,Femenino,36,3,Union Libre,Una,Universitario,EMPLEADO,Asalariados,N,N,243460, FAMILIAR ,3/16/2009,7000000,TULUA,2200000,89856.55,2.1394,1577179.55,
1478251,77415,FUNDADORES,6/30/2019,Comercial,0,36,0,A,A,5774548.92,274908403.1,COMPRA DE CARTERA ,,,0,,,,,,N,N,16000000,,,0,BOGOTA,400000000,13748891.03,1.2,274908403.1,
1478252,65759,CHINCHINA,6/30/2019,Microcrédito,0,18,0,A,A,162905.04,298838.76,REMODELACION DE INMUEBLE ,Masculino,66,1,Casado,Cero,Primaria,INDEPENDIENTE,Transporte mixto,Y,N,279648, PROPIA ,1/4/1986,9500000,RISARALDA,900000,65158.76,2.9495,298838.76,
1478253,54616,PEREIRA,6/30/2019,Consumo,0,36,0,A,A,33938.32,2507349.46,EDUCACION FORMAL Y NO FORMAL ,Masculino,28,4,Soltero,Cero,Universitario,EMPLEADO,Asalariados,Y,N,767199, FAMILIAR ,1/3/2011,45900000,PEREIRA,3500000,142953.61,2.1394,2507349.46,
1478254,20639,TULUA,6/30/2019,Consumo,0,30,0,A,A,257525.68,1976726.61,REMODELACION DE INMUEBLE ,Masculino,46,2,Union Libre,Una,Primaria,INDEPENDIENTE,Transporte de carga por carretera,Y,N,627000, ARRENDADA ,6/20/2017,9400000,TULUA,3100000,143274.21,2.1394,1976726.61,
1478257,35261,QUIMBAYA,6/30/2019,Microcrédito,0,18,0,A,A,119314.82,610313.37,COMPRA DE MERCANCIA ,Masculino,67,3,Union Libre,Dos,Primaria,INDEPENDIENTE,"Comercio al por menor en establecimiento no especializado con surtido comp principalmente por alimento, bebida o tabaco",N,Y,1666900, FAMILIAR ,1/1/2002,94900000,ARMENIA,2000000,127609.28,1.4998,610313.37,
1478258,37232,FUNDADORES,6/30/2019,Consumo,11900000,48,0,A,A,69824.33,4237216.66,COMPRA DE VEHICULO PARTICULAR,Masculino,30,3,Soltero,Cero,Tecnológico,EMPLEADO,Asalariados,Y,N,284000, ARRENDADA ,12/1/2016,10300000,CARTAGO,5200000,178370.8,2.1394,4237216.66,
1478259,4329,TULUA,6/30/2019,Microcrédito,0,48,0,A,A,243444.19,10757811.75,REMODELACION DE INMUEBLE ,Masculino,36,1,Casado,Una,Bachillerato,INDEPENDIENTE,Mantenimiento y reparación de vehículos automotores.,N,N,2460000, ARRENDADA ,6/1/2010,8555000,RIOFRIO,12750000,486143.43,2.7999,10757811.75,
1478260,60361,ARMENIA,6/30/2019,Microcrédito,0,24,0,A,A,33969.69,1004382.48,CAPITAL DE TRABAJO,Masculino,43,3,Casado,Una,Bachillerato,INDEPENDIENTE,Expendio a la mesa de comidas preparadas,N,N,333452, PROPIA ,3/2/2015,8000000,ARMENIA,2000000,99845.88,1.4998,1004382.48,
1478262,34185,ARMENIA,6/30/2019,Comercial,28350556.01,48,0,A,A,72922.06,17112234.15,COMPRA DE CARTERA ,Masculino,38,3,Union Libre,Dos,Bachillerato,Conductor,Alquiler y arrendamiento de vehículos automotores,Y,N,1111000, FAMILIAR ,1/30/2000,50400000,BOGOTA,21000000,720343.62,2.1394,18288907.44,
1478264,20117,ARMENIA,6/30/2019,Comercial,0,72,26,A,A,4233757.22,75746541.18,COMPRA DE CARTERA ,Masculino,45,3,Casado,Cero,Bachillerato,EMPLEADO,"Comercio al por menor de carne (incluye aves de corral), prod. carnico, pescado y prod. de mar, en establecimiento espec",N,Y,7343100, FAMILIAR ,3/5/2008,163021477,ARMENIA,84000000,1973101.78,1.5997,75896541.18,
1478267,15263,TULUA,6/30/2019,Microcrédito,0,26,0,E,,0,0,CAPITAL DE TRABAJO,Femenino,30,2,Union Libre,Cero,Bachillerato,SERVICIOS VARIOS,Otras actividades de servicios personales n.c.p.,N,N,73600, ARRENDADA ,2/5/2006,950000,,,,,0,
1478269,46511,ARMENIA,6/30/2019,Comercial,0,12,0,A,A,998599.98,0,LIBRE INVERSIÓN,Femenino,59,1,Casado,Una,Primaria,INDEPENDIENTE,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores",N,Y,1825000, PROPIA ,5/1/2013,165998000,,,,,0,
1478270,54613,CHINCHINA,6/30/2019,Consumo,0,36,0,A,A,28248.34,1075458.96,COMPRA DE CARTERA ,Femenino,26,2,Soltero,Una,Técnico,EMPLEADO,Asalariados,N,N,126953, FAMILIAR ,1/15/2015,3000000,CHINCHINA,1500000,61265.83,2.1394,1075458.96,
1478275,26350,TEBAIDA,6/30/2019,Microcrédito,0,24,0,A,A,37986.07,1634695.21,COMPRA DE MERCANCIA ,Masculino,65,0,Casado,Una,Primaria,INDEPENDIENTE,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,344633, ARRENDADA ,1/1/2004,9000000,BUENAVISTA,3000000,176179.99,2.9495,1634695.21,
1478276,13286,SANTA ROSA,6/30/2019,Microcrédito,0,36,28,A,A,220488.91,2786698.72,COMPRA DE CARTERA ,Masculino,27,3,Soltero,Cero,Primaria,INDEPENDIENTE,"Actividades de servicios, agricolas y ganaderos, excepto las actividades veterinarias",N,N,338667, FAMILIAR ,6/6/2015,3000000,SANTA ROSA DE CABAL,3600000,163653.51,2.9495,2786698.72,
1478278,16461,ARMENIA,6/30/2019,Comercial,4250775.86,48,0,A,A,116106.9,2416918.23,CAPITAL DE TRABAJO,Masculino,53,3,Casado,Cero,Primaria,INDEPENDIENTE,Transporte de carga por carretera,Y,Y,733000, PROPIA ,6/20/2000,103400000,ARMENIA,3000000,93864.07,1.7998,21833581.23,
1478279,65349,ARMENIA,6/30/2019,Comercial,0,16,0,A,A,8995956.63,0,LIBRE INVERSIÓN,Femenino,50,4,Casado,Una,Universitario,INDEPENDIENTE,Cría de ganado porcino.,N,N,500000, FAMILIAR ,2/1/2000,512400000,,,,,275000000,
1478281,19734,BUGA,6/30/2019,Consumo,0,24,0,A,A,372159.98,1512739.82,CRIA DE CERDOS,Masculino,29,1,Casado,Una,Bachillerato,EMPLEADO,Asalariados,N,Y,600000, FAMILIAR ,1/1/2014,0,RESTREPO,3200000,174073.19,2.1394,1512739.82,
1478283,42839,FUNDADORES,6/30/2019,Consumo,0,36,0,A,A,335478.83,2510591.36,REMODELACION DE INMUEBLE ,Masculino,60,1,Union Libre,Una,Primaria,EMPLEADO,Asalariados,Y,Y,250896, PROPIA ,12/30/2000,106600000,CIRCASIA,3500000,142953.61,2.1394,2510591.36,
1478287,47350,TULUA,6/30/2019,Microcrédito,0,24,0,A,A,2862745.12,1558635.48,COMERCIALIZACION DE PRODUCTOS AGRICOLAS ,Femenino,66,2,Union Libre,Cero,Bachillerato,INDEPENDIENTE,Cría de otros animales n.c.p.,N,N,700000, FAMILIAR ,5/6/2015,25000000,RIOFRIO,3100000,154761.12,1.4998,5245593.3,
1478289,14876,ARMENIA,6/30/2019,Microcrédito,0,18,0,A,A,63468.18,0,CAPITAL DE TRABAJO,Masculino,59,3,Casado,Dos,Bachillerato,INDEPENDIENTE,"Procesamiento y conservación de frutas, legumbres, hortalizas y tubérculos",N,Y,857300, PROPIA ,10/5/1998,60500000,,,,,2800000,
1478290,57609,ARMENIA,6/30/2019,Microcrédito,0,24,0,A,A,66430.36,1742710.3,CAPITAL DE TRABAJO,Femenino,51,2,Union Libre,Cero,Bachillerato,,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",N,N,2151000,ACTUALIZAR MIGRACION,1/1/1900,9250000,ARMENIA,3200000,187925.32,2.9495,1742710.3,
1478292,50959,FUNDADORES,6/30/2019,Consumo,0,48,0,A,A,124309.19,8072841.11,COMPRA DE CARTERA ,Femenino,61,2,Casado,Cero,Bachillerato,EMPLEADO,Asalariados,N,Y,713561, PROPIA ,3/17/2003,179938503,ARMENIA,10000000,312880.23,1.7998,8072841.11,
1478293,20126,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,108283.24,31647926.42,CONSTRUCCION DE OBRA CIVIL,Masculino,64,5,Casado,Una,Universitario,EMPLEADO,Asalariados,Y,Y,2200000, PROPIA ,1/1/2011,1710000000,LA TEBAIDA,40000000,1150116.5,1.4002,31647926.42,
1478295,43701,TULUA,6/30/2019,Comercial,104500000,48,0,A,A,1314912.37,41424263.97,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,55,4,Divorciado,Cero,Bachillerato,INDEPENDIENTE,Transporte de pasajeros,Y,N,6314000, FAMILIAR ,1/1/1900,169900000,TULUA,58500000,1718364.11,1.4998,41424263.97,
1478297,12440,TULUA,6/30/2019,Microcrédito,0,24,0,A,A,1289039.61,3016404.06,COMPRA DE MERCANCIA ,Masculino,23,2,Soltero,Cero,Bachillerato,INDEPENDIENTE,Expendio a la mesa de comidas preparadas,N,N,3096500, ARRENDADA ,6/30/2016,9902000,SAN PEDRO,6000000,299537.65,1.4998,3016404.06,
1478298,35976,BUGA,6/30/2019,Consumo,0,24,29,A,A,55502.72,22379.18,LIBRE INVERSIÓN,Masculino,39,0,Union Libre,Cero,Técnico,Ventas,,N,N,1100000, FAMILIAR ,1/1/2014,0,BUGA,2200000,119675.32,2.1394,22379.18,
1478300,59998,ARMENIA,6/30/2019,Comercial,70582939.67,48,0,A,A,111321.48,34711393.04,COMPRA DE VEHICULO PARA TRANSPORTE DE CARGA ,Masculino,47,3,Union Libre,Dos,Universitario,INDEPENDIENTE,Transporte de carga por carretera,Y,N,6793000, ARRENDADA ,2/10/2008,273400000,ARMENIA,43000000,1345384.99,1.7998,39539242.96,
1478302,64108,ARMENIA,6/30/2019,Comercial,67474168.53,60,0,A,A,1433777.64,29104653.99,CAPITAL DE TRABAJO,Masculino,51,3,Casado,Cero,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,Y,Y,6000000, PROPIA ,1/1/2014,190000000,CIRCASIA,34000000,885657.08,1.5997,81627518.28,
1478303,41264,TULUA,6/30/2019,Microcrédito,0,48,0,A,A,138135.17,4031304.85,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Femenino,66,2,Separación Judicial,Cero,Bachillerato,INDEPENDIENTE,Mantenimiento y reparación de aparatos electrónicos de consumo,N,N,2643334, FAMILIAR ,5/6/2009,16770000,TULUA,4750000,186246.15,2.9495,4031304.85,
1478305,59998,ARMENIA,6/30/2019,Consumo,2711230.436,36,30,A,A,111321.48,1333333.32,,Masculino,47,3,Union Libre,Dos,Universitario,INDEPENDIENTE,Transporte de carga por carretera,Y,N,6793000, ARRENDADA ,2/10/2008,273400000,ARMENIA,1333333.32,57155.55,2.1394,39539242.96,
1478308,40403,MINORISTA,6/30/2019,Microcrédito,0,24,0,A,A,50170.26,1979572.57,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Femenino,29,3,Casado,Cero,Bachillerato,INDEPENDIENTE,"Comercio al por mayor de desperdicios, desechos y chatarra",N,N,1040000, ARRENDADA ,11/5/2016,12000000,DOSQUEBRADAS,4200000,246651.98,2.9495,1979572.57,
1478309,32676,TEBAIDA,6/30/2019,Consumo,0,48,0,A,A,140390.9,6516947.15,COMPRA DE MERCANCIA ,Masculino,45,2,Casado,Tres,Bachillerato,EMPLEADO,Asalariados,Y,Y,583054, PROPIA ,8/1/2010,91000000,LA TEBAIDA,8000000,274416.62,2.1394,6516947.15,
1478310,11607,QUIMBAYA,6/30/2019,Consumo,0,18,0,A,A,96904.42,472829.16,COMPRA DE OTROS ACTIVOS PRODUCTIVOS ,Femenino,47,1,Soltero,Cero,Bachillerato,EMPLEADO,Asalariados,N,N,476000, FAMILIAR ,1/1/1997,10000000,QUIMBAYA,1520000,103655.51,2.1394,472829.16,
1478313,56644,ARMENIA,6/30/2019,Consumo,0,36,0,A,A,124264.98,2071996.74,COMPRA DE CARTERA ,Femenino,41,1,Casado,Dos,Bachillerato,EMPLEADO,Asalariados,N,N,188550, FAMILIAR ,12/1/2016,5000000,ARMENIA,3000000,122531.66,2.1394,3663773.83,
1478314,62454,PEREIRA,6/30/2019,Comercial,77400000,60,11,A,A,295015.62,23339288.17,COMPRA DE VEHICULO PARA TRANSPORTE DE CARGA ,Masculino,32,3,Soltero,Cero,Universitario,INDEPENDIENTE,Transporte de carga por carretera,Y,Y,1809491, PROPIA ,3/1/2015,188039149,DOSQUEBRADAS,27000000,685587.29,1.4998,25703570.88,
1478316,31157,SANTA ROSA,6/30/2019,Microcrédito,0,48,0,A,A,546032.99,12855236.73,COMPRA DE CARTERA ,Masculino,39,2,Casado,Dos,Primaria,INDEPENDIENTE,Otros tipos de expendio de comidas preparadas n.c.p.,N,N,3122431, PROPIA ,1/5/2007,160000000,SANTA ROSA DE CABAL,15500000,547305.66,2.3998,12855236.73,
1478317,2597,ARMENIA,6/30/2019,Comercial,17830534.15,48,0,A,A,149624.23,16139983.02,COMPRA DE VEHICULO PARA TRANSPORTE DE PASAJEROS,Masculino,53,3,Casado,Dos,Bachillerato,CONDUCTOR,Transporte de pasajeros,Y,N,1178854, FAMILIAR ,12/31/2010,44600000,LA TEBAIDA,20000000,625760.46,1.7998,19380047.06,
1478318,67356,TULUA,6/30/2019,Comercial,62548265.9,60,0,A,A,354628.94,41976747.81,REMODELACION DE INMUEBLE ,Masculino,46,3,Soltero,Una,Bachillerato,INDEPENDIENTE,Transporte de carga por carretera,Y,N,510372, FAMILIAR ,6/2/2014,8200000,CALI,50000000,1173807.27,1.2,66976747.81,
1478320,1146,SANTA ROSA,6/30/2019,Microcrédito,0,36,0,A,A,132943.9,5489357.13,COMPRA DE MERCANCIA ,Femenino,47,3,Casado,Cero,Bachillerato,,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,3480000,ACTUALIZAR MIGRACION,1/1/1900,0,SANTA ROSA DE CABAL,7500000,313467.65,2.3998,5489357.13,
1478321,2597,ARMENIA,6/30/2019,Consumo,0,36,0,A,A,149624.23,1366808.68,,Masculino,53,3,Casado,Dos,Bachillerato,CONDUCTOR,Transporte de pasajeros,Y,N,1178854, FAMILIAR ,12/31/2010,44600000,LA TEBAIDA,1366808.68,55482.95,2.1394,19380047.06,
1478324,43671,TULUA,6/30/2019,Microcrédito,0,36,0,A,A,128157.03,3619583.67,COMPRA DE MERCANCIA ,Femenino,61,1,Viudo,Cero,Bachillerato,INDEPENDIENTE,Cultivo de café.,N,N,1440694.44, FAMILIAR ,6/5/1998,103100000,TULUA,4850000,215569.01,2.8,3619583.67,
1478325,20646,SANTA ROSA,6/30/2019,Microcrédito,0,48,16,A,A,31547.99,3704537.75,COMPRA DE CARTERA ,Masculino,52,2,Soltero,Cero,Primaria,INDEPENDIENTE,Explotación mixta (agrícola y pecuaria).,N,Y,2570000, PROPIA ,1/1/1985,71905000,SANTA ROSA DE CABAL,4295000,168405.73,2.9495,3704537.75,
1478326,39820,SANTA ROSA,6/30/2019,Microcrédito,0,36,0,A,A,1606326.56,5310350.95,COMPRA DE CARTERA ,Masculino,35,3,Soltero,Cero,Universitario,Asistente Administrativo,"Comercio al por menor de otros productos alimenticios n.c.p., en establecimientos especializados",N,N,2432333,ACTUALIZAR MIGRACION,1/1/1900,0,SANTA ROSA DE CABAL,7600000,274749.06,1.4998,5310350.95,
